sample_id,afm_file_id,scan_size_x_um,scan_size_y_um,resolution_h,resolution_w,primary_channel,height_unit,raw_afm_file,processed_height_path,second_order_height_path,second_order_metadata_path,source_sha256,second_order_sha256,rq_raw_nm,rq_second_order_nm,rq_second_order_manifest_nm,ra_second_order_nm,peak_to_valley_second_order_nm,fit_fraction,robust_iterations,is_representative
N6358,N6358_2um_1_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6358/AFM/N6358_2um_1.000,data/processed_afm_extra_five/N6358/N6358_2um_1_000/N6358_2um_1_000_height.npy,data/afm_second_order_extra_five/N6358/N6358_2um_1_000/N6358_2um_1_000_height.npy,data/afm_second_order_extra_five/_metadata/N6358/N6358_2um_1_000/N6358_2um_1_000_height.json,ee842ec802d599d23d2e7fac9abcb37174d0248267568ab6bfb7b2d104254799,f68f4a2dc69d84ba12dcbf081b52e190cf08702706c7e2806d6c9425201814e4,17.023395305592036,2.5755186666535135,2.5755186666535135,1.8968875499603182,20.48631606427074,0.9790725708007812,5,False
N6358,N6358_2um_2_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6358/AFM/N6358_2um_2.000,data/processed_afm_extra_five/N6358/N6358_2um_2_000/N6358_2um_2_000_height.npy,data/afm_second_order_extra_five/N6358/N6358_2um_2_000/N6358_2um_2_000_height.npy,data/afm_second_order_extra_five/_metadata/N6358/N6358_2um_2_000/N6358_2um_2_000_height.json,ac25e4c9e4dfc8f118b81e01c8002ce9ca0d90b03faffc4af4d1b0739d6bd727,1658f48511be017dbf0ba68e53f4ad187a37824e94b5d473bed677ed0931c7a4,11.848020223063571,1.545313004833767,1.545313004833767,1.2022800438380212,15.063078404781209,0.9954452514648438,5,False
N6358,N6358_2um_3_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6358/AFM/N6358_2um_3.000,data/processed_afm_extra_five/N6358/N6358_2um_3_000/N6358_2um_3_000_height.npy,data/afm_second_order_extra_five/N6358/N6358_2um_3_000/N6358_2um_3_000_height.npy,data/afm_second_order_extra_five/_metadata/N6358/N6358_2um_3_000/N6358_2um_3_000_height.json,3fff9f21236c75f5eea9935f1064f46d47abc775526ecd7bf86f3a3ac5ad40fb,c87007ed54cb3721de32db16576758d78edf0b7a628c19b5db19b7806e8c61a0,8.197353069321759,1.285176933635779,1.285176933635779,1.0209706727932415,11.3589514009163,0.9979400634765624,5,False
N6358,N6358_2um_4_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6358/AFM/N6358_2um_4.000,data/processed_afm_extra_five/N6358/N6358_2um_4_000/N6358_2um_4_000_height.npy,data/afm_second_order_extra_five/N6358/N6358_2um_4_000/N6358_2um_4_000_height.npy,data/afm_second_order_extra_five/_metadata/N6358/N6358_2um_4_000/N6358_2um_4_000_height.json,50c17486dde3b7a5f17d798cd7c3f0a916a7d0f47fb77486365c31cfab3bf43b,7109f4a2f628f5c2c1e2f530b0e5f2dcda9c4ad4e78bc60ec2e5bfdcc1af0b5c,8.197949365369343,1.8148575226611232,1.8148575226611232,1.3705535982780517,15.629581216510871,0.9860916137695312,5,False
N6358,N6358_2um_5_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6358/AFM/N6358_2um_5.000,data/processed_afm_extra_five/N6358/N6358_2um_5_000/N6358_2um_5_000_height.npy,data/afm_second_order_extra_five/N6358/N6358_2um_5_000/N6358_2um_5_000_height.npy,data/afm_second_order_extra_five/_metadata/N6358/N6358_2um_5_000/N6358_2um_5_000_height.json,026ffe63b14021632a52305c714c1e99f6ac6016e9f3f85244f470ae7499b002,40c29f613ea5cb5a6fcd31969c9f551fe1ea8e78aeb0d5c711d28f536e4f9396,7.706396943883234,1.5919844210755907,1.591984421075591,1.212274705396433,15.900730432398234,0.988555908203125,5,True
N6382,N6382_2um_1_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6382/AFM/N6382_2um_1.000,data/processed_afm_extra_five/N6382/N6382_2um_1_000/N6382_2um_1_000_height.npy,data/afm_second_order_extra_five/N6382/N6382_2um_1_000/N6382_2um_1_000_height.npy,data/afm_second_order_extra_five/_metadata/N6382/N6382_2um_1_000/N6382_2um_1_000_height.json,c89f84b1cc99b06055d7e07e69fbbc33cddb245ba912b71c073528848c3c59a9,64c8a837d67c87c746814b13934194bde2156969c6e5d461555376782d853e40,11.363314792049334,2.554313661533314,2.554313661533314,1.7768852126197325,22.84423286590895,0.965362548828125,5,False
N6382,N6382_2um_2_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6382/AFM/N6382_2um_2.000,data/processed_afm_extra_five/N6382/N6382_2um_2_000/N6382_2um_2_000_height.npy,data/afm_second_order_extra_five/N6382/N6382_2um_2_000/N6382_2um_2_000_height.npy,data/afm_second_order_extra_five/_metadata/N6382/N6382_2um_2_000/N6382_2um_2_000_height.json,549628ba119eee34c9445e8549f71241417282611f2d736eea2149d1e55bc16f,38055d1d5f5d8d002282550a06fccf92f9e52c30a27a8d934db6f502edb8fe3a,8.969984057334742,1.8961821583075893,1.8961821583075893,1.4676830505902148,18.971803305277916,0.9926872253417968,5,False
N6382,N6382_2um_3_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6382/AFM/N6382_2um_3.000,data/processed_afm_extra_five/N6382/N6382_2um_3_000/N6382_2um_3_000_height.npy,data/afm_second_order_extra_five/N6382/N6382_2um_3_000/N6382_2um_3_000_height.npy,data/afm_second_order_extra_five/_metadata/N6382/N6382_2um_3_000/N6382_2um_3_000_height.json,764f3be3d4773a1b2b38ac5c110bb6b088607248dbeab3d2dd6212027bd84491,234fed8ce895dbc6b0571357943df79089dab96bde6d7c2111679183a5511515,6.091474010250923,1.480143631098264,1.480143631098264,1.1423461113124995,11.409017984308264,0.9918251037597656,5,False
N6382,N6382_2um_4_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6382/AFM/N6382_2um_4.000,data/processed_afm_extra_five/N6382/N6382_2um_4_000/N6382_2um_4_000_height.npy,data/afm_second_order_extra_five/N6382/N6382_2um_4_000/N6382_2um_4_000_height.npy,data/afm_second_order_extra_five/_metadata/N6382/N6382_2um_4_000/N6382_2um_4_000_height.json,31abecd42e2d1c56c6abe55db4b3341e0a5e25e5fd2c35d82b9e0a602bd14e38,94411a464816487d01f15c7488c5ad08e8664ae5c55e33f0c45d2e05d6c6aefe,6.512541468416527,1.5778516713408703,1.5778516713408703,1.2304889927606455,13.018597189131953,0.9934425354003906,5,True
N6382,N6382_2um_5_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6382/AFM/N6382_2um_5.000,data/processed_afm_extra_five/N6382/N6382_2um_5_000/N6382_2um_5_000_height.npy,data/afm_second_order_extra_five/N6382/N6382_2um_5_000/N6382_2um_5_000_height.npy,data/afm_second_order_extra_five/_metadata/N6382/N6382_2um_5_000/N6382_2um_5_000_height.json,5a07b21a4d88f9d70cd93cb8b8d7260f995c1abca97fae5bc96836d956134127,b995b201da3bc85e0cc193ce9a6817c663c879745909d4aa5d7de183f8592583,6.395627963386426,1.5686296354431755,1.5686296354431757,1.211286764123852,15.163561235969668,0.9916496276855468,5,False
N6389,N6389_2um_1_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6389/AFM/N6389_2um_1.000,data/processed_afm_extra_five/N6389/N6389_2um_1_000/N6389_2um_1_000_height.npy,data/afm_second_order_extra_five/N6389/N6389_2um_1_000/N6389_2um_1_000_height.npy,data/afm_second_order_extra_five/_metadata/N6389/N6389_2um_1_000/N6389_2um_1_000_height.json,b7308493f58e055b3e96cde4b8c7ab0a1c18b57732fac464db8f654e09c3ca4c,ed5c1b57438bd7dfe57de2e78279b9054191b6fbe036daaec19125dbe086b293,16.084435246588793,3.2434083219582823,3.2434083219582823,2.510127665226511,27.282780158281525,0.9939231872558594,5,False
N6389,N6389_2um_2_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6389/AFM/N6389_2um_2.000,data/processed_afm_extra_five/N6389/N6389_2um_2_000/N6389_2um_2_000_height.npy,data/afm_second_order_extra_five/N6389/N6389_2um_2_000/N6389_2um_2_000_height.npy,data/afm_second_order_extra_five/_metadata/N6389/N6389_2um_2_000/N6389_2um_2_000_height.json,4ca80ef4cd27b8cfed552181622175991cb63bfc8f449457c8950d50fe6d9c9c,299a12df8ad179d3f72ba1cef5fd814eb7227ca502a2ea572ce4666dbad374c0,10.566651673643287,2.7315909732433394,2.731590973243339,2.1619213012784098,24.315456444872893,0.9986534118652344,4,False
N6389,N6389_2um_3_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6389/AFM/N6389_2um_3.000,data/processed_afm_extra_five/N6389/N6389_2um_3_000/N6389_2um_3_000_height.npy,data/afm_second_order_extra_five/N6389/N6389_2um_3_000/N6389_2um_3_000_height.npy,data/afm_second_order_extra_five/_metadata/N6389/N6389_2um_3_000/N6389_2um_3_000_height.json,1e84525b7a425bbde079f69d0fb100d4ee7dcf637deeeeb6e3ffa111f5154002,51378a7fdbf1ef85e230639e8bc1506308eec8d546be982088f98fe3f9eb2f12,8.449339731991241,2.628966803392457,2.628966803392457,2.0362328978264186,23.23780289684339,0.9936561584472656,5,True
N6389,N6389_2um_4_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6389/AFM/N6389_2um_4.000,data/processed_afm_extra_five/N6389/N6389_2um_4_000/N6389_2um_4_000_height.npy,data/afm_second_order_extra_five/N6389/N6389_2um_4_000/N6389_2um_4_000_height.npy,data/afm_second_order_extra_five/_metadata/N6389/N6389_2um_4_000/N6389_2um_4_000_height.json,6cbd13cdf1ae54886173e2c1d1a3e2052ef9126bd8a2e129c0abd9002d0ee1e7,8f1f60912eb40fd7979d79a410b1f2d8119f7d395490acb572d5db893fb74c4c,6.386597149363654,2.413431282125621,2.413431282125621,1.8682187897088434,21.04040009532818,0.9937820434570312,4,False
N6389,N6389_2um_5_000,2.0,2.0,512,512,ZSensor,nm,data/pair_afm_extra_five/N6389/AFM/N6389_2um_5.000,data/processed_afm_extra_five/N6389/N6389_2um_5_000/N6389_2um_5_000_height.npy,data/afm_second_order_extra_five/N6389/N6389_2um_5_000/N6389_2um_5_000_height.npy,data/afm_second_order_extra_five/_metadata/N6389/N6389_2um_5_000/N6389_2um_5_000_height.json,50c07aa59c7359d42fa397b7adcb923d4b2d9bb6c075a3fa871a522fb145a4b9,68ed7824dff56b50be7275a49824181db54b702ebf91458eaa02fd3c70477185,6.336349772307287,2.477938683006884,2.477938683006884,1.9428773492199523,19.9800425708666,0.9974021911621094,4,False
