sample_id,afm_file_id,raw_afm_file,quadrant,pipeline_line0_sq_nm,gwyddion_line0_sq_nm,absolute_delta_line0_nm,pipeline_line1_sq_nm,gwyddion_line1_sq_nm,absolute_delta_line1_nm,pipeline_line2_sq_nm,gwyddion_line2_sq_nm,absolute_delta_line2_nm,pipeline_line3_sq_nm,gwyddion_line3_sq_nm,absolute_delta_line3_nm
N6342,N6342_2um_5_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6342/N6342_2um_5.000,q01_top_right,0.9050866588010296,0.9050866585938031,2.0722645821535934e-10,0.8428944343340744,0.8428944343853897,5.131528535429197e-11,0.8260408590050856,0.8260408592121827,2.0709711723299051e-10,0.8070976425989952,0.8070976425456895,5.3305693192839954e-11
N6342,N6342_2um_5_000__q10_bottom_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6342/N6342_2um_5.000,q10_bottom_left,0.9340215105730448,0.9340215110697091,4.966642652703968e-10,0.8606220350913576,0.8606220349968715,9.448608562223626e-11,0.8448731743614246,0.8448731743493656,1.2059020448873525e-11,0.8179005954195994,0.8179005953111294,1.0847001075120488e-10
N6342,N6342_2um_5_000__q11_bottom_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6342/N6342_2um_5.000,q11_bottom_right,0.8552106857625507,0.8552106860122107,2.4966007039495253e-10,0.7773641621407497,0.7773641619873222,1.5342749293267843e-10,0.745732711387739,0.7457327114728595,8.512046623110336e-11,0.7277467406527885,0.7277467406242781,2.8510416250071557e-11
N6358,N6358_2um_1_000__q00_top_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_1.000,q00_top_left,1.0799171404117427,1.0799171406979218,2.8617908043315765e-10,1.022536426624401,1.0225364264812558,1.43145273412415e-10,0.9784773541303732,0.9784773541868538,5.6480597976360514e-11,0.9556448017985374,0.9556448017381965,6.034084343298218e-11
N6358,N6358_2um_1_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_1.000,q01_top_right,1.045708817954425,1.045708818572729,6.183040746066126e-10,0.9625536876231254,0.9625536875667728,5.635258926162123e-11,0.9327949311475374,0.932794931492772,3.452346186705313e-10,0.8815433280440063,0.8815433280353644,8.641865001379756e-12
N6358,N6358_2um_1_000__q10_bottom_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_1.000,q10_bottom_left,1.1860579672308595,1.1860579675083605,2.7750091113887265e-10,1.150416842364702,1.1504168425920376,2.2733548377118495e-10,1.1033187874362158,1.1033187876652666,2.2905077834423082e-10,1.0635206779161248,1.0635206781172366,2.0111179388493383e-10
N6358,N6358_2um_1_000__q11_bottom_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_1.000,q11_bottom_right,1.105090984296907,1.1050909842374417,5.946532155576278e-11,1.038586367535277,1.038586367496143,3.913402935040722e-11,1.013684660572514,1.0136846607692487,1.967346285880467e-10,0.9830731363115665,0.9830731362664954,4.5071057996892705e-11
N6358,N6358_2um_2_000__q00_top_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_2.000,q00_top_left,1.0611839874238742,1.061183987311451,1.1242318187498768e-10,1.008135079355308,1.0081350793019959,5.331224350868524e-11,0.974613854028843,0.9746138538053833,2.2345969519221853e-10,0.933449885975513,0.9334498860565639,8.105083271203739e-11
N6358,N6358_2um_2_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_2.000,q01_top_right,1.0841920476482905,1.0841920475981757,5.011480119776479e-11,1.044053995732567,1.0440539957041497,2.8417268538305507e-11,1.0003087588907944,1.000308758819145,7.16493531172091e-11,0.9757223911957356,0.975722391211894,1.6158407944999453e-11
N6358,N6358_2um_2_000__q10_bottom_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_2.000,q10_bottom_left,1.048519709216016,1.048519709252001,3.598521480796535e-11,0.9804235831883122,0.9804235829387626,2.495496032040023e-10,0.936227557048116,0.9362275569363828,1.1173317826518314e-10,0.8914097698602499,0.8914097700067006,1.4645074042363149e-10
N6358,N6358_2um_2_000__q11_bottom_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_2.000,q11_bottom_right,1.1604347257935617,1.1604347258529788,5.941713787649405e-11,1.098951426858266,1.0989514268957248,3.7458702806247857e-11,1.0576393878453765,1.0576393878072552,3.812128390734415e-11,1.0387495309858572,1.0387495310455774,5.972022876221672e-11
N6358,N6358_2um_3_000__q00_top_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_3.000,q00_top_left,1.0424298352766892,1.04242983580763,5.30940846843464e-10,0.9877770278430644,0.9877770278070388,3.6025626926061705e-11,0.9431571413392036,0.9431571414109657,7.176215177651102e-11,0.9025893223695972,0.9025893220794566,2.9014057822962513e-10
N6358,N6358_2um_3_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_3.000,q01_top_right,1.1364142992241368,1.1364142991476434,7.649347821825359e-11,1.0596762689448598,1.0596762689842396,3.937983272805923e-11,1.0071640785291252,1.0071640787488625,2.197373394352553e-10,0.985029008565051,0.9850290086783171,1.132660631952831e-10
N6358,N6358_2um_3_000__q10_bottom_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_3.000,q10_bottom_left,1.1001007281153696,1.1001007280899067,2.5462965069777965e-11,1.0690587389708857,1.0690587392170046,2.4611890303560813e-10,1.0463239224093406,1.0463239227939345,3.8459391227263495e-10,1.0030607048562314,1.0030607047129736,1.43257850027112e-10
N6358,N6358_2um_3_000__q11_bottom_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_3.000,q11_bottom_right,1.102770743371573,1.1027707434200664,4.849343149260221e-11,1.069447830599725,1.0694478308250852,2.2536017496577188e-10,1.0413899866523455,1.0413899866516312,7.143174940438257e-13,1.0169487261308798,1.0169487259966545,1.3422529754336665e-10
N6358,N6358_2um_4_000__q00_top_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_4.000,q00_top_left,1.0316873302809324,1.0316873303770957,9.616329954553748e-11,0.9939477300509092,0.9939477299802962,7.061295992372152e-11,0.9464885388458284,0.9464885389587426,1.1291423351877938e-10,0.9074474442815106,0.9074474443121741,3.0663471761727124e-11
N6358,N6358_2um_4_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_4.000,q01_top_right,1.1171826718933084,1.1171826712447543,6.485540993139693e-10,1.0788476546629977,1.0788476548072172,1.442195252110423e-10,1.0355305670597843,1.0355305669041965,1.5558776489399406e-10,1.0038641792869043,1.003864179406101,1.1919665254822576e-10
N6358,N6358_2um_4_000__q10_bottom_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_4.000,q10_bottom_left,1.150593997037993,1.1505939977981616,7.601685947378201e-10,1.1156551299771502,1.1156551302361488,2.5899860034428457e-10,1.081873300749718,1.0818733002600118,4.89706275530466e-10,1.024921544058216,1.024921544157066,9.885003926513036e-11
N6358,N6358_2um_4_000__q11_bottom_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_4.000,q11_bottom_right,1.217230080920525,1.2172300809350554,1.4530376901689124e-11,1.18589365288695,1.18589365306162,1.7467005619664633e-10,1.144612792029414,1.144612791704581,3.2483304934771695e-10,1.122640662760792,1.1226406627536083,7.183809103139538e-12
N6358,N6358_2um_5_000__q00_top_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_5.000,q00_top_left,1.0795853454639657,1.0795853455503703,8.640466120368728e-11,1.0475300585594916,1.0475300585542877,5.203837361023034e-12,1.0250944682280367,1.0250944680847631,1.4327361519406168e-10,0.9623003600228212,0.9623003599740224,4.879874282437413e-11
N6358,N6358_2um_5_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_5.000,q01_top_right,1.012269417405623,1.0122694174242866,1.8663515177763657e-11,0.9838467293175436,0.9838467293514815,3.393796355055656e-11,0.935680251865272,0.9356802518430818,2.219024963778793e-11,0.907670665451641,0.9076706656174416,1.6580059547521842e-10
N6358,N6358_2um_5_000__q10_bottom_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_5.000,q10_bottom_left,1.2601615397956485,1.2601615400649198,2.692712719465362e-10,1.2199079870647882,1.2199079869989868,6.580136435729855e-11,1.1749513641141154,1.1749513641557252,4.160982669532132e-11,1.114271148529003,1.114271148589246,6.024292176221024e-11
N6358,N6358_2um_5_000__q11_bottom_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/M6358/N6358_2um_5.000,q11_bottom_right,1.1158812338018709,1.1158812343059692,5.040983186432868e-10,1.0469803500743344,1.0469803500962416,2.1907142766508514e-11,1.01491816730014,1.014918167109929,1.9021095809534927e-10,0.9647471958220392,0.9647471959652321,1.4319290198017143e-10
N6382,N6382_2um_1_000__q00_top_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_1.000,q00_top_left,1.3130309172377863,1.3130309169584613,2.793250075683318e-10,1.2749740373017724,1.2749740374305585,1.2878609290112308e-10,1.2559502946769543,1.2559502944129899,2.6396440588882797e-10,1.2381758837642165,1.2381758834485774,3.156390704361911e-10
N6382,N6382_2um_1_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_1.000,q01_top_right,1.2675409768211514,1.267540976836041,1.4889645072457824e-11,1.2332451598679202,1.233245159941272,7.335176910316932e-11,1.1938651192474488,1.193865119572484,3.2503533198280365e-10,1.1473499131995948,1.1473499133436085,1.440136898622768e-10
N6382,N6382_2um_1_000__q10_bottom_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_1.000,q10_bottom_left,1.214862537950133,1.21486253777083,1.793030168784071e-10,1.177572318110738,1.1775723180968738,1.386424308691403e-11,1.1416665565859538,1.141666556779606,1.936522053824774e-10,1.1062911032708125,1.1062911033182188,4.740630110688926e-11
N6382,N6382_2um_1_000__q11_bottom_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_1.000,q11_bottom_right,1.3164119157536418,1.3164119151951958,5.584459561447375e-10,1.2652656216521023,1.2652656216452727,6.829647958284113e-12,1.219494916827918,1.2194949163611968,4.667213282516514e-10,1.2027900408319263,1.2027900408863799,5.44535527779999e-11
N6382,N6382_2um_2_000__q00_top_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_2.000,q00_top_left,1.2665805493794378,1.266580550184273,8.048353095091443e-10,1.238405469227502,1.2384054687147377,5.127642754843009e-10,1.2078473943856312,1.2078473942104815,1.751496725432844e-10,1.169132053853314,1.169132054082756,2.294417988935038e-10
N6382,N6382_2um_2_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_2.000,q01_top_right,1.1971064267558442,1.1971064263620026,3.9384162597855266e-10,1.1677163032835431,1.167716303404347,1.2080381139867313e-10,1.117851438277661,1.1178514381042033,1.7345769265375566e-10,1.0981991840489207,1.0981991841094294,6.050870915430551e-11
N6382,N6382_2um_2_000__q10_bottom_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_2.000,q10_bottom_left,1.211031696512439,1.211031696692698,1.8025891890260937e-10,1.1873502122568529,1.1873502124840287,2.2717583370024386e-10,1.1309645523064695,1.1309645523128447,6.375122652002574e-12,1.0986034745562132,1.098603474950992,3.947788762559412e-10
N6382,N6382_2um_2_000__q11_bottom_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_2.000,q11_bottom_right,1.299071028932142,1.2990710290499947,1.1785261655461454e-10,1.2713124846314423,1.2713124843660633,2.6537905206680534e-10,1.2280259051888334,1.2280259052420506,5.321720841777733e-11,1.1793839146747072,1.1793839147598737,8.516654048662531e-11
N6382,N6382_2um_3_000__q00_top_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_3.000,q00_top_left,1.1524365411804256,1.1524365410125552,1.678703842600271e-10,1.1251435727972117,1.125143572661328,1.358837486975517e-10,1.0903960450133203,1.0903960449233487,8.997158573720299e-11,1.067951255423744,1.067951255367581,5.616307419131772e-11
N6382,N6382_2um_3_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_3.000,q01_top_right,1.2168077679923563,1.216807767826839,1.6551737758163654e-10,1.1797103715440032,1.1797103715237418,2.0261348154804182e-11,1.1422673123052935,1.1422673123790281,7.373457400206007e-11,1.086578626217652,1.0865786260316523,1.8599966011834113e-10
N6382,N6382_2um_3_000__q10_bottom_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_3.000,q10_bottom_left,1.23933682600286,1.2393368262654891,2.6262902963480883e-10,1.1855650986424184,1.185565098287764,3.5465452796756836e-10,1.1476944092698722,1.1476944092564643,1.340794142379309e-11,1.1156978948837435,1.1156978947895317,9.421174951285138e-11
N6382,N6382_2um_3_000__q11_bottom_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_3.000,q11_bottom_right,1.251056252714832,1.2510562533690057,6.54173826220017e-10,1.2167875769850975,1.2167875769768783,8.219203095904959e-12,1.1778734044059018,1.177873404187415,2.1848678422031753e-10,1.1630938944418232,1.1630938947281595,2.8633628801344457e-10
N6382,N6382_2um_4_000__q00_top_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_4.000,q00_top_left,1.234121480976628,1.2341214812754575,2.9882940566494653e-10,1.1991284175742012,1.19912841751638,5.782108125629293e-11,1.1627336361298966,1.1627336363784446,2.4854807101348797e-10,1.1229672784209406,1.122967278397313,2.3627544365467656e-11
N6382,N6382_2um_4_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_4.000,q01_top_right,1.2720806473707371,1.2720806471741686,1.9656853922356277e-10,1.2271821903208884,1.2271821906169214,2.960329759105207e-10,1.197951630780052,1.1979516308103852,3.03332914342036e-11,1.1750956032729445,1.1750956029840145,2.8892999104357386e-10
N6382,N6382_2um_4_000__q10_bottom_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_4.000,q10_bottom_left,1.241516047537495,1.241516047495949,4.154587784910291e-11,1.2032893709749517,1.2032893710110957,3.6143976700486746e-11,1.1522145687301582,1.1522145685889666,1.4119150293367966e-10,1.1094059494600514,1.1094059493454074,1.1464407201344784e-10
N6382,N6382_2um_4_000__q11_bottom_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_4.000,q11_bottom_right,1.280396175014831,1.2803961756302407,6.154097231814148e-10,1.2324240874992975,1.2324240873936845,1.0561307384193697e-10,1.207676936650277,1.207676936931545,2.812678978614258e-10,1.1681166213248448,1.1681166213896197,6.477485214873013e-11
N6382,N6382_2um_5_000__q00_top_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_5.000,q00_top_left,1.2158243304450227,1.2158243303169967,1.280260342184647e-10,1.184245177980462,1.1842451777793386,2.0112334020438993e-10,1.150005430676119,1.1500054303931053,2.830136125453464e-10,1.1004757068891475,1.1004757072036757,3.1452818127775117e-10
N6382,N6382_2um_5_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_5.000,q01_top_right,1.1756494582311947,1.1756494581616639,6.953082554161938e-11,1.142236240908183,1.1422362408746818,3.3501201812669024e-11,1.1036967836236868,1.103696783215109,4.085778382290073e-10,1.079881480937812,1.0798814807198698,2.1794233084904135e-10
N6382,N6382_2um_5_000__q10_bottom_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_5.000,q10_bottom_left,1.207982567729614,1.2079825674643165,2.6529756169679786e-10,1.1736537091874124,1.1736537095548298,3.6741742981405423e-10,1.141237352786504,1.1412373529088464,1.2234235846619868e-10,1.0900455747878683,1.0900455749274276,1.3955925304287575e-10
N6382,N6382_2um_5_000__q11_bottom_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6382/N6382_2um_5.000,q11_bottom_right,1.202924729705079,1.2029247295176333,1.8744561458561293e-10,1.159323763705287,1.159323763424271,2.810158772348359e-10,1.1268311751912388,1.1268311753006073,1.0936851424503402e-10,1.1009076461107594,1.1009076461638163,5.3056892213021456e-11
N6389,N6389_2um_1_000__q00_top_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6389/N6389_2um_1.000,q00_top_left,2.2774597138056523,2.277459713362108,4.435443123895766e-10,2.190977392617201,2.1909773929059657,2.887645678129047e-10,2.1010270000735582,2.101026999570691,5.028670813089775e-10,2.0042912699993796,2.004291270236677,2.3729729292654156e-10
N6389,N6389_2um_1_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6389/N6389_2um_1.000,q01_top_right,2.548833669077882,2.548833669743289,6.654068407385694e-10,2.426969241284403,2.426969241162827,1.2157563844539254e-10,2.3328266200557364,2.3328266205052945,4.4955816846936614e-10,2.2521811881578113,2.2521811876731173,4.846940626634932e-10
N6389,N6389_2um_1_000__q10_bottom_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6389/N6389_2um_1.000,q10_bottom_left,2.2009363895185,2.200936389838516,3.200160136884733e-10,2.1310318701685227,2.131031870343757,1.7523449358236576e-10,2.074099245087086,2.0740992448472824,2.398037324269353e-10,1.9879462298661683,1.987946230285244,4.190756630606529e-10
N6389,N6389_2um_1_000__q11_bottom_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6389/N6389_2um_1.000,q11_bottom_right,2.3642246257263997,2.364224624924067,8.023328668116392e-10,2.30520850266726,2.305208502898489,2.3122881387394045e-10,2.2655722457245564,2.2655722450965747,6.279816666676652e-10,2.1783954666179217,2.178395466887093,2.6917135187431995e-10
N6389,N6389_2um_2_000__q00_top_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6389/N6389_2um_2.000,q00_top_left,2.076012063477273,2.076012062614369,8.629039704999286e-10,1.9665779016841065,1.9665779015169507,1.6715584472137834e-10,1.9163088371256731,1.916308836969526,1.5614709525380022e-10,1.8493887645404532,1.8493887643809201,1.5953305343430202e-10
N6389,N6389_2um_2_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6389/N6389_2um_2.000,q01_top_right,2.380931820191953,2.3809318203381133,1.46160417102692e-10,2.285403946518785,2.285403946892445,3.7365976979231164e-10,2.2216352486970425,2.2216352490920483,3.950058058421746e-10,2.1799891197913293,2.1799891191759393,6.153899612115765e-10
N6389,N6389_2um_2_000__q10_bottom_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6389/N6389_2um_2.000,q10_bottom_left,2.2901438290590255,2.290143828508861,5.501643585148486e-10,2.24500538648209,2.245005386646441,1.6435119931657027e-10,2.1594060362223435,2.1594060358157647,4.0657877065086723e-10,2.0567127862465195,2.0567127855478766,6.986429212929579e-10
N6389,N6389_2um_2_000__q11_bottom_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6389/N6389_2um_2.000,q11_bottom_right,2.3516293735245615,2.3516293747035233,1.1789618170610083e-09,2.297922081823769,2.2979220815916963,2.3207258337265557e-10,2.216145916412003,2.216145916220904,1.910991365150494e-10,2.123512396502562,2.1235123962191125,2.8344970814941917e-10
N6389,N6389_2um_3_000__q00_top_left,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6389/N6389_2um_3.000,q00_top_left,2.502145327570627,2.5021453280663914,4.957643184866356e-10,2.449748810621998,2.4497488100977316,5.242664080640225e-10,2.3190877325858184,2.3190877325732284,1.2589929099249275e-11,2.275566046977543,2.275566046853858,1.2368506219218034e-10
N6389,N6389_2um_3_000__q01_top_right,/Users/ziyi/Desktop/LAB/code/data/AFM-extra-five/N6389/N6389_2um_3.000,q01_top_right,2.2125834445910906,2.212583444904248,3.1315749993154895e-10,2.1513579243490977,2.1513579250764865,7.273888158465525e-10,2.1006004832390563,2.100600483808275,5.692184501526754e-10,1.998715575592181,1.9987155756462234,5.4042326169678745e-11
