growth_run_id,clip_cache_path,local_peak_count,local_peak_aspect,local_peak_horizontal_alignment,local_peak_horizontal_aspect,local_peak_horizontal_aspect_q75,local_peak_strong_streak_fraction
6082,/Users/ziyi/Desktop/LAB/code/outputs/rheed_manual_vs_auto_selection/20260729_m14i_human_vs_auto_full23_v1/machine_dataset/clip_variants/selected_16/6082.npz,24.0,1.6265737497837187,0.9993549288878756,1.6255750936539521,1.8815992443504124,0.20833333333333334
6084,/Users/ziyi/Desktop/LAB/code/outputs/rheed_manual_vs_auto_selection/20260729_m14i_human_vs_auto_full23_v1/machine_dataset/clip_variants/selected_16/6084.npz,24.0,1.5691549874463329,0.9989563898577567,1.5660344175386027,1.769699290858582,0.08333333333333333
6085,/Users/ziyi/Desktop/LAB/code/outputs/rheed_manual_vs_auto_selection/20260729_m14i_human_vs_auto_full23_v1/machine_dataset/clip_variants/selected_16/6085.npz,24.0,1.6174583791073731,0.9980024957560478,1.6150731606831417,1.664437382769706,0.0625
6090,/Users/ziyi/Desktop/LAB/code/outputs/rheed_manual_vs_auto_selection/20260729_m14i_human_vs_auto_full23_v1/machine_dataset/clip_variants/selected_16/6090.npz,24.0,1.5408060442894538,0.9984487760133064,1.5386531471588045,1.720015707868306,0.08333333333333333
6094,/Users/ziyi/Desktop/LAB/code/outputs/rheed_manual_vs_auto_selection/20260729_m14i_human_vs_auto_full23_v1/machine_dataset/clip_variants/selected_16/6094.npz,24.0,1.4339920523848964,0.9987134710668759,1.4325934121390829,1.5329292776570904,0.020833333333333332
6095,/Users/ziyi/Desktop/LAB/code/outputs/rheed_manual_vs_auto_selection/20260729_m14i_human_vs_auto_full23_v1/machine_dataset/clip_variants/selected_16/6095.npz,24.0,1.5656926982790405,0.9987043926909572,1.5644039536583567,1.6882300072588077,0.041666666666666664
6099,/Users/ziyi/Desktop/LAB/code/outputs/rheed_manual_vs_auto_selection/20260729_m14i_human_vs_auto_full23_v1/machine_dataset/clip_variants/selected_16/6099.npz,24.0,1.4355986067031519,0.9951718009798458,1.4275773181906137,1.476206523605536,0.020833333333333332
6101,/Users/ziyi/Desktop/LAB/code/outputs/rheed_manual_vs_auto_selection/20260729_m14i_human_vs_auto_full23_v1/machine_dataset/clip_variants/selected_16/6101.npz,24.0,1.9900839636234018,0.998657251239496,1.987353102137376,2.403875331949659,0.39583333333333337
N6342,/Users/ziyi/Desktop/LAB/code/outputs/extra_five_integration/20260729_line3_full28_orientation90_keyframe_locked_v3/machine_dataset_extra5/clip_variants/selected_16/N6342.npz,24.0,1.8343505430275573,0.9982106438141485,1.8307140448391732,2.0315242940529563,0.2916666666666667
N6358,/Users/ziyi/Desktop/LAB/code/outputs/extra_five_integration/20260729_line3_full28_orientation90_keyframe_locked_v3/machine_dataset_extra5/clip_variants/selected_16/N6358.npz,24.0,1.6653007176720638,0.9979917181509652,1.6619109706119741,1.9670480211439243,0.22916666666666669
N6382,/Users/ziyi/Desktop/LAB/code/outputs/extra_five_integration/20260729_line3_full28_orientation90_keyframe_locked_v3/machine_dataset_extra5/clip_variants/selected_16/N6382.npz,24.0,1.3910286247869792,0.9977155457316108,1.384187172425587,1.608513222636065,0.0625
N6389,/Users/ziyi/Desktop/LAB/code/outputs/extra_five_integration/20260729_line3_full28_orientation90_keyframe_locked_v3/machine_dataset_extra5/clip_variants/selected_16/N6389.npz,24.0,1.331431054585642,0.99827130421519,1.3281823476814139,1.644206331667469,0.0625
N6390,/Users/ziyi/Desktop/LAB/code/outputs/extra_five_integration/20260729_line3_full28_orientation90_keyframe_locked_v3/machine_dataset_extra5/clip_variants/selected_16/N6390.npz,24.0,1.3932252488106887,0.9887535295339245,1.3792174514552356,1.6162787014724374,0.0625
