sample_id,source_type,sample_status,sample_quality,sample_folder,frame_selection_folder,shape_input_folder,num_frames_available,num_frames_used,rejected_frame_count,accepted_csv,manual_selection_file,shape_bag_npz,sample_feature_json,sample_feature_csv,preview_grid,exposure_audit_json
N6100,accepted_v2_fallback,GOOD,0.32584916,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6100,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6100/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6100/rheed_shape_input_v2,16,16,349,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6100/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6100/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6100/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6100/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6100/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6100/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6100/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6101,accepted_v2_fallback,USABLE,0.29630926,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6101,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6101/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6101/rheed_shape_input_v2,16,16,368,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6101/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6101/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6101/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6101/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6101/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6101/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6101/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6102,accepted_v2_fallback,USABLE,0.27945451,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6102,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6102/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6102/rheed_shape_input_v2,16,16,450,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6102/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6102/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6102/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6102/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6102/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6102/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6102/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6104,accepted_v2_fallback,USABLE,0.27738708,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6104,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6104/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6104/rheed_shape_input_v2,16,16,301,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6104/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6104/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6104/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6104/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6104/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6104/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6104/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6105,accepted_v2_fallback,USABLE,0.29331813,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6105,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6105/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6105/rheed_shape_input_v2,16,16,718,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6105/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6105/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6105/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6105/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6105/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6105/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6105/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6110,accepted_v2_fallback,USABLE,0.29678008,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6110,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6110/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6110/rheed_shape_input_v2,16,16,773,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6110/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6110/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6110/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6110/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6110/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6110/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6110/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6112,accepted_v2_fallback,USABLE,0.28978206,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6112,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6112/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6112/rheed_shape_input_v2,16,16,387,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6112/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6112/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6112/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6112/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6112/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6112/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6112/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6113,accepted_v2_fallback,GOOD,0.32227128,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6113,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6113/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6113/rheed_shape_input_v2,16,16,287,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6113/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6113/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6113/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6113/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6113/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6113/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6113/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6117,accepted_v2_fallback,GOOD,0.3196545,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6117,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6117/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6117/rheed_shape_input_v2,16,16,495,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6117/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6117/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6117/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6117/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6117/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6117/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6117/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6194,accepted_v2_fallback,USABLE,0.27837526,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6194,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6194/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6194/rheed_shape_input_v2,16,16,524,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6194/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6194/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6194/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6194/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6194/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6194/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6194/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6196,accepted_v2_fallback,GOOD,0.30043989,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6196,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6196/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6196/rheed_shape_input_v2,16,16,445,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6196/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6196/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6196/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6196/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6196/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6196/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6196/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6203,accepted_v2_fallback,USABLE,0.29046283,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6203,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6203/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6203/rheed_shape_input_v2,16,16,507,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6203/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6203/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6203/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6203/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6203/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6203/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6203/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6204,accepted_v2_fallback,USABLE,0.27512939,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6204,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6204/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6204/rheed_shape_input_v2,16,16,590,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6204/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6204/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6204/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6204/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6204/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6204/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6204/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6207,accepted_v2_fallback,USABLE,0.27948422,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6207,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6207/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6207/rheed_shape_input_v2,16,16,698,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6207/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6207/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6207/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6207/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6207/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6207/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6207/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6208,accepted_v2_fallback,USABLE,0.28564746,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6208,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6208/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6208/rheed_shape_input_v2,16,16,919,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6208/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6208/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6208/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6208/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6208/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6208/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6208/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6209,accepted_v2_fallback,GOOD,0.3041047,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6209,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6209/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6209/rheed_shape_input_v2,16,16,760,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6209/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6209/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6209/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6209/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6209/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6209/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6209/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6210,accepted_v2_fallback,USABLE,0.28878604,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6210,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6210/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6210/rheed_shape_input_v2,16,16,824,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6210/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6210/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6210/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6210/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6210/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6210/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6210/rheed_shape_input_v2/exposure_invariance_audit_v2.json
