cross_validation_fold,growth_run_id,method,island_feature_mae_z,island_feature_rmse_z,afm_prior_mahalanobis,held_real_afm_prior_mahalanobis,afm_likeness_percentile,held_real_likeness_percentile,boundary_ratio_q70_absolute_error,median_area_q70_log_absolute_error,component_count_q70_log_absolute_error,generated__log_component_count_q55,true__log_component_count_q55,generated__log_component_count_q70,true__log_component_count_q70,generated__log_component_count_q82,true__log_component_count_q82,generated__log_median_area_q55,true__log_median_area_q55,generated__log_median_area_q70,true__log_median_area_q70,generated__log_median_area_q82,true__log_median_area_q82,generated__median_solidity_q70,true__median_solidity_q70,generated__median_eccentricity_q70,true__median_eccentricity_q70,generated__boundary_gradient_ratio_q55,true__boundary_gradient_ratio_q55,generated__boundary_gradient_ratio_q70,true__boundary_gradient_ratio_q70,generated__boundary_gradient_ratio_q82,true__boundary_gradient_ratio_q82,generated__log_valley_component_count_q18,true__log_valley_component_count_q18,generated__log_valley_median_area_q18,true__log_valley_median_area_q18,generated__gradient_p90,true__gradient_p90,generated__laplacian_rms,true__laplacian_rms,generated__flat_fraction,true__flat_fraction,source
8,6062,M22c_gap_completion_strong,1.6376191973728913,1.9608206203622385,6.971415172993117,3.7092531869389695,8.0,48.0,0.0810778737068176,0.787446237673886,0.2247879032778188,3.1567740231385475,2.799210979499187,3.4637789531391583,3.688566856416977,3.480173864550654,3.9112223647446593,3.020127355638707,4.544538142241572,3.5127691573192603,4.300215394993146,3.4086416879090304,3.676220550121791,0.9057700993676604,0.8787944165062809,0.816033410257727,0.8141217596533903,1.174288034439087,1.142972469329834,1.130723774433136,1.0496459007263184,1.0194388031959534,1.0124452710151672,3.737669618283368,4.158394563535758,3.540854293052788,3.295836866004329,0.5755749046802521,0.7587103843688965,0.2536741197109222,0.3760205209255218,0.048187255859375,0.07135009765625,exclude_6022_6101
9,6063,M22c_gap_completion_strong,1.9936419267870704,2.369972228234201,7.485143612251654,3.763685186556568,8.0,40.0,0.0853492617607116,0.9524575046761948,0.5288254655185227,2.8029010331479984,2.1972245773362196,3.7256208424938384,3.1967953769753157,3.5549397315361357,3.329646959841819,3.3140206880897667,5.129206733907794,3.6375861597263857,4.590043664402581,3.331566347995402,4.150760827470364,0.895906432748538,0.8889213818473769,0.7865264122329176,0.8428002163606365,1.1160888075828552,1.2177042961120603,1.0186136364936829,1.1039628982543943,0.9543648660182952,1.0288426876068115,3.859342747599233,3.713572066704308,3.3961722137354045,3.7612001156935624,0.5940598249435425,0.6828520596027374,0.2712026983499527,0.275274246931076,0.050506591796875,0.113189697265625,exclude_6022_6101
10,6070,M22c_gap_completion_strong,3.121233317314794,3.521487337587708,15.238954909510973,4.927426482116581,4.0,16.0,0.44857919216156,0.5892705991664946,0.8776959125285901,2.1972245773362196,2.5649493574615367,2.70582302592752,3.58351893845611,3.1780538303479458,3.7612001156935624,3.9207464622300066,3.9219733362813143,4.540514317747922,3.951243718581427,3.735112067949983,3.5115454388310208,0.8911228347110871,0.8414327607875995,0.7753360649223562,0.8333069209571575,1.729290246963501,1.246923804283142,1.5892406702041626,1.1406614780426023,1.4107980132102966,1.0861395597457886,3.0677824455408693,3.871201010907891,3.0601487094754756,3.49650756146648,0.4832570403814316,0.6992306709289551,0.1869369968771934,0.3946378827095032,0.14373779296875,0.072509765625,exclude_6022_6101
11,6072,M22c_gap_completion_strong,1.5023852456731723,1.89639610935091,6.494062668347562,3.831714697914225,8.0,36.0,0.001084566116333,0.6141706976714465,0.3468711207856283,2.7403194616709956,2.833213344056216,3.3667009459186796,3.713572066704308,3.5263605246161616,3.7612001156935624,3.0874136142051736,4.330733340286331,3.480173864550654,4.0943445622221,3.40064151723581,3.8607297110405954,0.8623492952963152,0.8620689655172413,0.8251454238052278,0.8272724472112294,1.2123573422431946,1.2613524198532104,1.1939560174942017,1.195040583610535,1.2093006372451782,1.1319019794464111,3.508753071470628,4.04305126783455,3.329646959841819,3.5263605246161616,0.5426984429359436,0.7436349987983704,0.274028941988945,0.404354989528656,0.046112060546875,0.07427978515625,exclude_6022_6101
12,6078,M22c_gap_completion_strong,1.9777569233049188,2.2975747341839723,7.207850680209573,2.408205056913311,8.0,96.0,0.1689215302467346,0.3425610146151818,0.7331685343967131,2.2975599250672953,2.8314802400679726,3.044522437723423,3.777690972120136,3.398970206487465,3.881510654509259,3.398970206487465,4.282419922441795,3.68243181012107,4.024992824736252,3.921924319076236,3.5964671106078994,0.8869978587720523,0.8647179219379074,0.8170439187380159,0.8174364249326089,1.4199464321136477,1.2785679697990415,1.3809358477592468,1.2120143175125122,1.3121238946914673,1.1767592430114746,3.331566347995402,4.007333185232471,3.26762063550683,3.42506308307275,0.5113497376441956,0.720882385969162,0.2238983660936355,0.3837521523237228,0.071624755859375,0.05621337890625,exclude_6022_6101
13,6080,M22c_gap_completion_strong,1.534048846307372,2.2021023702517644,7.181469822770403,4.819058316835102,8.0,16.0,0.0393341183662414,1.2875144412247352,0.0821515256456386,2.9144728088051037,2.5619819897016294,3.511434043041321,3.4292825173956825,3.51054198214457,3.6622449896742664,3.1383217446708223,5.330625688091023,3.398970206487465,4.6864846477122,3.51054198214457,3.810352543419131,0.9071510250755536,0.8702433777060643,0.8159274332154718,0.8248144362813488,1.1784770488739014,1.1419971585273745,1.083928465843201,1.0445943474769592,1.002421349287033,1.0052145421504974,3.8265102069020944,3.848106319673203,3.2942912697194924,3.802696182407467,0.5738538503646851,0.690293937921524,0.2618895471096039,0.2735916078090668,0.047332763671875,0.085479736328125,exclude_6022_6101
14,6082,M22c_gap_completion_strong,1.139838825157392,1.5341438969528116,7.938113865784157,5.269271203355179,8.0,8.0,0.0278810858726501,0.9554542957358844,0.3207188698414134,2.6735537653587342,2.70805020110221,3.113268334643733,3.4339872044851463,3.331566347995402,3.6375861597263857,3.1142555017955917,4.400603020246817,3.5878404865341196,4.543294782270004,3.3485171238332425,3.871201010907891,0.8930851063829788,0.8888888888888888,0.785934387377665,0.7516060590292841,1.308550238609314,1.312340497970581,1.2637296319007874,1.2358485460281372,1.219483196735382,1.1538513898849487,3.583132987066819,3.6635616461296463,3.257356345436265,3.4339872044851463,0.5387051701545715,0.5832875967025757,0.2393098026514053,0.2570411264896393,0.055023193359375,0.0675048828125,exclude_6022_6101
15,6084,M22c_gap_completion_strong,1.6320348691450983,1.9626655799580113,7.327610841602492,4.342729101914239,8.0,36.0,0.0270569920539855,0.6318316415752867,0.6450087653422356,2.6735537653587342,3.198464827608073,3.2156655409667394,3.860674306308975,3.295150524098343,3.9207464622300066,3.251020069809382,4.103018881389406,3.3140206880897667,3.9458523296650534,3.675579113215347,3.57652581746874,0.8951923076923077,0.9206699346405228,0.8091838654192742,0.7745965550844633,1.2226067781448364,1.2550053000450134,1.1520700454711914,1.179127037525177,1.1032410264015198,1.1377792954444883,3.7012257604091223,3.998158615898373,3.5089770356401067,3.1675271257490296,0.5586061775684357,0.6884288787841797,0.2400595545768737,0.3429757207632065,0.05401611328125,0.050262451171875,exclude_6022_6101
16,6085,M22c_gap_completion_strong,1.324854734864274,1.6970856666979397,6.734492195222364,4.515227637110703,8.0,28.0,0.088434100151062,0.8821940341959751,0.1801466947307219,2.8617925509761903,2.9700856263602153,3.3423058638339636,3.5224525585646855,3.609088419201703,3.449861553642436,3.40064151723581,4.8131418621859865,3.5691357923128804,4.4513298265088554,3.4053467830695032,4.173913672891249,0.8804895164238341,0.9148295933417614,0.7848395944088933,0.7966557927215181,1.1788426041603088,1.2406062483787537,1.070559024810791,1.158993124961853,0.9810378849506378,1.0863714218139648,3.80567385870181,3.3667009459186796,3.5819733421712736,3.6975537732812422,0.5796065330505371,0.5601420402526855,0.2529661655426025,0.2386395782232284,0.05047607421875,0.066070556640625,exclude_6022_6101
17,6090,M22c_gap_completion_strong,1.3829925612045777,1.6106704488951902,7.668743499839501,3.0964379098163035,8.0,76.0,0.0916171073913574,0.3143719383922443,0.1351451648699559,2.908555579981602,2.6390573296152584,3.50244099485643,3.367295829986474,3.688879454113936,3.4657359027997265,2.9303931117329327,4.290459441148391,3.8522932854094822,4.1666652238017265,3.170179651863876,3.970291913552122,0.8500000000000001,0.8839285714285714,0.8031352380031751,0.8200550209467081,1.1755732893943789,1.2995814085006714,1.11512291431427,1.2067400217056274,1.031991422176361,1.1721618175506592,3.860674306308975,3.4657359027997265,3.4881740352238744,3.688879454113936,0.5865072309970856,0.5586870312690735,0.2611340880393982,0.2290662825107574,0.048065185546875,0.07061767578125,exclude_6022_6101
18,6094,M22c_gap_completion_strong,1.3811490424072148,1.8285590815090944,6.561913321799451,3.05793580426862,8.0,76.0,0.1439647674560547,0.8173538860054341,0.0966856964902698,2.6020033435383976,2.668769039850659,3.198464827608073,3.295150524098343,3.475407384221292,3.4811217321331034,3.1172053628591856,4.960921527410219,3.7098401490957142,4.527194035101148,3.3576916931673404,3.9658220107271553,0.8982159406858201,0.8859023448088914,0.8091928214308488,0.8212645828224825,1.2881588339805603,1.1636295914649963,1.2227291464805603,1.0787643790245056,1.1470722556114197,1.0215283036231997,3.6361991962850233,3.688566856416977,3.480173864550654,3.4886406708153737,0.5448717176914215,0.6539724469184875,0.2421786859631538,0.3001382052898407,0.05181884765625,0.099273681640625,exclude_6022_6101
19,6095,M22c_gap_completion_strong,1.717826495009834,2.434827737188652,9.016326430002785,4.840716365133044,8.0,16.0,0.4050469398498535,0.2046341462553611,0.1102366613791656,2.6735537653587342,2.833213344056216,3.511434043041321,3.4011973816621555,3.623540292292878,3.4011973816621555,5.172545853630083,5.0238805208462765,4.45407680666076,4.658710952916121,4.03105879137737,4.102643365036796,0.9292570742925708,0.918010752688172,0.746990485803305,0.8117307341726034,1.666490077972412,1.1978702545166016,1.4540921449661257,1.049045205116272,1.2678406834602356,0.956813633441925,3.295150524098343,3.367295829986474,3.3212434006836284,3.6375861597263857,0.526535153388977,0.6436891555786133,0.1947554796934127,0.2438632249832153,0.10504150390625,0.1246337890625,exclude_6022_6101
20,6099,M22c_gap_completion_strong,1.147856845530964,1.349260023435053,8.87485841602085,8.916400073696968,4.0,4.0,0.0888134241104126,0.2369444028639522,0.2959797736306573,2.470821211304652,3.258096538021482,3.41759229307365,3.713572066704308,3.583132987066819,3.713572066704308,5.188757164032511,5.059425458265688,4.679595659354269,4.442651256490317,4.285319583560932,4.051784947803305,0.9294502691257877,0.9269722814498934,0.7773107918108242,0.7929019149237089,1.5182799696922302,1.4441661834716797,1.2595118284225464,1.1706984043121338,1.0643075108528135,1.0146788358688354,3.0868930519509683,3.4657359027997265,3.5670468605964327,3.871201010907891,0.5192915797233582,0.6273052096366882,0.1853737160563469,0.2451227009296417,0.091583251953125,0.1044921875,exclude_6022_6101
21,6101,M22c_gap_completion_strong,3.9672388620854697,4.5931382055684615,8.068510975554858,21.92277740986596,7.6923076923076925,3.8461538461538463,0.3609887361526489,0.5550204922458661,1.147642895256217,2.6020033435383976,1.039720770839918,3.151309487872453,2.0036665926162356,3.2769667020129054,1.9356005054539456,2.981146584903851,2.232954059327292,3.448852471564318,2.8938319793184517,3.545038417888046,3.974722210125313,0.8944949494949495,0.9226596980255516,0.765725944342183,0.8049366521217793,1.1800820231437683,1.523898363113403,1.13076514005661,1.491753876209259,1.1022878289222715,1.3618739247322085,3.384246605824315,2.0715673631957663,3.461321945737944,4.352996857153951,0.4894728809595108,0.3328676074743271,0.2322219535708427,0.1559476628899574,0.0560302734375,0.226593017578125,exclude_6022_6101
22,N6342,M22c_gap_completion_strong,1.0438495021514618,1.2566717726572902,7.017706075451333,3.7240719393474095,8.0,44.0,0.1149706840515136,0.402271749057947,0.4170104258938973,2.7647145437557112,3.198464827608073,3.40064151723581,3.8176519431297073,3.5800346037980635,3.912023005428146,3.543786852778987,3.7549415305774567,3.4148968687562125,3.817168617814159,3.267257659084355,3.441731293206546,0.8982860520094562,0.904472104519774,0.816496580927726,0.8104761832893359,1.1966413259506226,1.3029215931892395,1.172288000583649,1.2872586846351624,1.231001615524292,1.293465435504913,3.60945485380953,3.7954260618442905,3.323195257423865,3.375843046666124,0.5320833921432495,0.6481396555900574,0.2713988274335861,0.3105727434158325,0.04833984375,0.046661376953125,exclude_6022_6101
23,N6358,M22c_gap_completion_strong,1.0991399332063936,1.427885613832589,7.153251210197554,3.3426882605075616,8.0,76.0,0.0827800631523132,0.7678200329418665,0.0,2.585241997519076,2.5649493574615367,3.349750170080839,3.349750170080839,3.41759229307365,3.4339872044851463,3.0795476942459663,4.081685658229956,3.383095857330175,4.150915890272041,3.3576916931673404,3.951243718581427,0.8717948717948718,0.897860962566845,0.8144983512363082,0.8033757138125728,1.1994640827178955,1.3035703897476196,1.1970651745796204,1.2798452377319336,1.2062110304832458,1.2627838850021362,3.51054198214457,3.4011973816621555,3.406722299755448,3.772694874805912,0.5335066914558411,0.5485012829303741,0.2728212922811508,0.2214557528495788,0.046417236328125,0.068572998046875,exclude_6022_6101
24,N6382,M22c_gap_completion_strong,1.7695742313112823,2.0139110751015963,7.042115500241675,5.199375610309764,8.0,8.0,0.2394177317619323,0.7836025744054136,0.2416214045754245,2.5184763012068148,3.044522437723423,3.496048213707944,3.737669618283368,3.5549397315361357,3.921924319076236,3.026632474006714,4.025192226533511,3.1383217446708223,3.921924319076236,3.4454317056559596,3.590415599522278,0.8630886608787162,0.9158054292407332,0.835391485119778,0.772789718331812,1.189891755580902,1.3518766164779663,1.190593183040619,1.4300109148025513,1.208501160144806,1.524690866470337,3.7256208424938384,3.713572066704308,3.293085827427338,3.464636061222193,0.5795400142669678,0.6395599544048309,0.3095771074295044,0.2811871767044067,0.03973388671875,0.05426025390625,exclude_6022_6101
25,N6389,M22c_gap_completion_strong,1.1209952264703746,1.3612448592083506,8.320509276205666,3.904834541632437,8.0,36.0,0.071286916732788,0.2739825853577238,0.6134333120958946,2.3978952727983707,2.995732273553991,2.9700856263602153,3.58351893845611,3.349750170080839,3.688879454113936,3.339956603443187,4.007167868649712,3.5972184255501674,3.871201010907891,3.40064151723581,3.6176294228102943,0.8964344262295082,0.914745997420138,0.7860946942147866,0.7599574362777434,1.2769511938095093,1.3162973523139954,1.2163631319999697,1.2876500487327576,1.1568389534950256,1.3231667876243591,3.568639218630193,3.5263605246161616,3.7316815227600104,3.657109943711693,0.5330828726291656,0.5925054252147675,0.2409155815839767,0.2560243606567383,0.05767822265625,0.0648193359375,exclude_6022_6101
26,N6390,M22c_gap_completion_strong,1.378470556609482,1.7366947472845955,7.408929527229905,2.2967698874188653,8.0,100.0,0.0300127267837524,0.7776853455819124,0.5444517372705748,2.6364997792818734,3.020127355638707,3.1567740231385475,3.7012257604091223,3.310036603265178,3.784189633918261,3.3029871410754272,4.629279472123328,3.341054298724904,4.1187396443068165,3.5902253045627974,3.784189633918261,0.8861238240528859,0.9089968003011482,0.7901981741913081,0.7801064831365703,1.3407591581344604,1.3109353184700012,1.298550307750702,1.2685375809669497,1.2468425035476685,1.2407156825065613,3.540854293052788,3.713274536198652,3.218875824868201,3.58351893845611,0.5170515179634094,0.6440058052539825,0.2486713007092476,0.2920278310775757,0.057403564453125,0.056396484375,exclude_6022_6101
