descriptor,model,feature_set,row_count,mse,rmse,mae,normalized_mae,r2_vs_train_mean,pearson,spearman,mean_baseline_mse,paired_improvement_over_mean_mse,fold_count,folds_beating_mean,beats_mean_fold_rate,improvement_ci_low,improvement_ci_high,negative_control,trust_label
psd_high_power,ridge,brightness_only_diagnostic,11,7.236296668068555,2.6900365551546983,1.5572963243010136,1.378287781535389,-5.617687207278441,-0.05314338724773734,-0.018181818181818184,1.0934781958430642,-6.142818472225491,1,0,0.0,-17.85852433985818,0.3734912093239419,1,NOT_SUPPORTED
psd_high_power,ridge,stable36,11,14.348518095911249,3.787943782042079,2.294907485293985,2.0311118040778298,-12.121905997264664,-0.22443830767238676,-0.14545454545454548,1.0934781958430642,-13.255039900068185,1,0,0.0,-28.77957825783031,-0.5405728299132346,0,NOT_SUPPORTED
psd_low_power,mean,stable36,11,1.8675761712742358,1.3665929061992952,1.1535843004509088,0.96853302536102,0.0,nan,nan,1.8675761712742358,0.0,1,0,0.0,0.0,0.0,0,NOT_SUPPORTED
psd_low_power,mean,brightness_only_diagnostic,11,1.8675761712742358,1.3665929061992952,1.1535843004509088,0.96853302536102,0.0,nan,nan,1.8675761712742358,0.0,1,0,0.0,0.0,0.0,1,NOT_SUPPORTED
psd_low_power,stable_features_mlp,stable36,11,4.4929648678480865,2.1196614984115003,1.6727703847023228,1.4044343016776375,-1.4057732889055679,-0.33294097198210176,-0.09090909090909091,1.8675761712742358,-2.6253886965738507,1,0,0.0,-4.575944773245723,-0.15091483823702256,0,NOT_SUPPORTED
psd_low_power,ridge,brightness_only_diagnostic,11,5.286420593096337,2.2992217363917593,1.713994221276874,1.4390452504734317,-1.8306318502069154,0.47870639103890283,0.02727272727272728,1.8675761712742358,-3.4188444218221012,1,0,0.0,-8.511415102742433,-0.6440890291372448,1,NOT_SUPPORTED
psd_low_power,ridge,stable36,11,6.879231873018639,2.6228289828005633,1.750819706850742,1.4699634061204059,-2.6835080565013745,0.16344639350006054,0.045454545454545456,1.8675761712742358,-5.011655701744402,1,0,0.0,-9.642389649420759,0.04108987170251327,0,NOT_SUPPORTED
psd_mid_power,mean,stable36,11,2.1917907050795304,1.480469758245514,1.3013280661381812,1.2040337903877525,0.0,nan,nan,2.1917907050795304,0.0,1,0,0.0,0.0,0.0,0,NOT_SUPPORTED
psd_mid_power,mean,brightness_only_diagnostic,11,2.1917907050795304,1.480469758245514,1.3013280661381812,1.2040337903877525,0.0,nan,nan,2.1917907050795304,0.0,1,0,0.0,0.0,0.0,1,NOT_SUPPORTED
psd_mid_power,ridge,brightness_only_diagnostic,11,2.272449879379975,1.5074647191161639,1.2658611229784382,1.1712185463941154,-0.036800582333666565,0.38796427588710314,0.16363636363636366,2.1917907050795304,-0.08065917430044456,1,0,0.0,-1.0197833913972298,0.8305262126772255,1,NOT_SUPPORTED
psd_mid_power,ridge,stable36,11,5.146847243222681,2.268666401924858,1.46003118082044,1.3508714078106077,-1.3482384660609847,0.03913510447925224,0.19090909090909092,2.1917907050795304,-2.955056538143151,1,0,0.0,-6.335589660411415,0.6053876535482849,0,NOT_SUPPORTED
psd_mid_power,stable_features_mlp,stable36,11,5.6089035253972135,2.3683123791842187,1.7951984486804173,1.6609797705180516,-1.5590506942101894,-0.4837867743948715,-0.30000000000000004,2.1917907050795304,-3.417112820317683,1,0,0.0,-5.6349108704948465,-0.21034486759979698,0,NOT_SUPPORTED
psd_slope,mean,stable36,11,0.08450550310424698,0.2906983025479285,0.22377044325454545,0.5119138869741007,0.0,nan,nan,0.08450550310424698,0.0,1,0,0.0,0.0,0.0,0,NOT_SUPPORTED
psd_slope,mean,brightness_only_diagnostic,11,0.08450550310424698,0.2906983025479285,0.22377044325454545,0.5119138869741007,0.0,nan,nan,0.08450550310424698,0.0,1,0,0.0,0.0,0.0,1,NOT_SUPPORTED
psd_slope,stable_features_mlp,stable36,11,0.4860788910007427,0.6971935821568803,0.4568780349196604,1.045188128187083,-4.752038306914877,0.5480089222527432,0.39090909090909093,0.08450550310424698,-0.4015733878964957,1,0,0.0,-0.611751378200242,0.02649909989343932,0,NOT_SUPPORTED
psd_slope,ridge,brightness_only_diagnostic,11,0.7138062652917209,0.8448705612646951,0.4537103973753688,1.0379416052583204,-7.446861317554209,-0.5359086329313949,0.009090909090909092,0.08450550310424698,-0.6293007621874739,1,0,0.0,-1.8465362645237062,0.02545475486301204,1,NOT_SUPPORTED
psd_slope,ridge,stable36,11,1.206642960663972,1.098473013170543,0.5072584339260161,1.16044207105617,-13.278868432691809,0.6571041366399554,0.5636363636363637,0.08450550310424698,-1.122137457559725,1,0,0.0,-3.2849880536307055,0.03932165453372416,0,NOT_SUPPORTED
ra,mean,stable36,11,9.456093217105751,3.0750761319202735,2.4004050874618184,1.1098621011510157,0.0,nan,nan,9.456093217105751,0.0,1,0,0.0,0.0,0.0,0,NOT_SUPPORTED
ra,mean,brightness_only_diagnostic,11,9.456093217105751,3.0750761319202735,2.4004050874618184,1.1098621011510157,0.0,nan,nan,9.456093217105751,0.0,1,0,0.0,0.0,0.0,1,NOT_SUPPORTED
ra,stable_features_mlp,stable36,11,10.560903498591484,3.249754375116908,2.603977231426596,1.2039866339712118,-0.11683580693633266,-0.04630359267519797,0.18181818181818182,9.456093217105751,-1.104810281485733,1,0,0.0,-7.192710751271044,4.446393011823257,0,NOT_SUPPORTED
ra,ridge,brightness_only_diagnostic,11,19.36284063281352,4.400322787343392,3.245730255407797,1.5007104508536917,-1.0476575461192366,-0.14396156306192345,-0.26363636363636367,9.456093217105751,-9.906747415707768,1,0,0.0,-29.417905940513947,0.45137686154699175,1,NOT_SUPPORTED
ra,ridge,stable36,11,30.685383295730357,5.539438897192599,3.713702085074519,1.7170840124939015,-2.2450381559502337,-0.017601749228431468,-0.03636363636363637,9.456093217105751,-21.229290078624608,1,0,0.0,-48.050515528439625,1.2326484725317262,0,NOT_SUPPORTED
robust_range,mean,stable36,11,264.28670952891804,16.256897290962936,12.909655544509091,1.073535486504039,0.0,nan,nan,264.28670952891804,0.0,1,0,0.0,0.0,0.0,0,NOT_SUPPORTED
robust_range,mean,brightness_only_diagnostic,11,264.28670952891804,16.256897290962936,12.909655544509091,1.073535486504039,0.0,nan,nan,264.28670952891804,0.0,1,0,0.0,0.0,0.0,1,NOT_SUPPORTED
robust_range,stable_features_mlp,stable36,11,314.6324988083619,17.737883154659745,12.984413098316775,1.0797521424496672,-0.19049686368710517,-0.04965674169849372,0.08181818181818183,264.28670952891804,-50.34578927944386,1,0,0.0,-243.36260099904632,125.1399750490604,0,NOT_SUPPORTED
robust_range,ridge,brightness_only_diagnostic,11,492.5228091901676,22.192854913015758,15.8730470216698,1.3199638981814334,-0.8635928006673987,-0.2573717796724244,-0.39090909090909093,264.28670952891804,-228.23609966124957,1,0,0.0,-633.6164977967659,-5.58130445791166,1,NOT_SUPPORTED
robust_range,ridge,stable36,11,677.8983211129439,26.036480582308815,18.94424164392355,1.5753569566238106,-1.5650110152011596,0.20409619487117198,0.1272727272727273,264.28670952891804,-413.61161158402587,1,0,0.0,-903.1339920685667,56.08605452153988,0,NOT_SUPPORTED
rq,mean,stable36,11,13.76299665587449,3.7098512983507157,2.9753958058585455,1.1012621336808401,0.0,nan,nan,13.76299665587449,0.0,1,0,0.0,0.0,0.0,0,NOT_SUPPORTED
rq,mean,brightness_only_diagnostic,11,13.76299665587449,3.7098512983507157,2.9753958058585455,1.1012621336808401,0.0,nan,nan,13.76299665587449,0.0,1,0,0.0,0.0,0.0,1,NOT_SUPPORTED
rq,stable_features_mlp,stable36,11,15.777426900669973,3.972080928262914,3.15382159872119,1.1673016061317714,-0.1463656713115351,-0.05549790137452746,0.16363636363636366,13.76299665587449,-2.0144302447954825,1,0,0.0,-11.708509537087785,6.785169714652629,0,NOT_SUPPORTED
rq,ridge,brightness_only_diagnostic,11,28.55711041653939,5.343885329658505,3.9418071683066116,1.458953112786012,-1.0749195201141242,-0.1778507334476496,-0.17272727272727276,13.76299665587449,-14.794113760664901,1,0,0.0,-43.59293787748925,0.583653850886914,1,NOT_SUPPORTED
rq,ridge,stable36,11,44.84420802623745,6.696581816586538,4.607257536340406,1.705251534904053,-2.258317149056089,0.04604455025914011,-0.06363636363636364,13.76299665587449,-31.081211370362965,1,0,0.0,-70.70894972942993,2.5037800904967633,0,NOT_SUPPORTED
