target,method,coverage,retained_growth_group_count,mae,median_absolute_error,pearson_r,retained_growth_run_ids
FSMI_nm,M14g_multiview_curated60_r3d40,0.9130434782608695,21,1.338712083382113,1.077272343053545,0.5412547315111431,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6095;6085;6080;6072;6094;6099
FSMI_nm,M14g_multiview_curated60_r3d40,0.8260869565217391,19,1.1633598719654215,1.077272343053545,0.4970183196803351,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6095;6085;6080;6072
FSMI_nm,M14g_multiview_curated60_r3d40,0.7391304347826086,17,1.160627060338919,1.077272343053545,0.508491988886309,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6095;6085
FSMI_nm,M14g_multiview_curated60_r3d40,0.6086956521739131,14,0.8053803807350385,0.9093967175992055,0.4488131647631456,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082
FSMI_nm,M14g_multiview_curated60_r3d40,0.5217391304347826,12,0.8301940814681582,0.9104131314363517,0.4697305998069281,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101
FSMI_nm,M14h_nested_support_aware_selector,1.0,23,1.367371959192949,0.7775989085108765,0.2472912225175886,6029;6033;6048;6056;6062;6070;6078;6081;6084;6101;6057;6047;6095;6082;6063;6028;6085;6080;6072;6094;6099;6090;6022
FSMI_nm,M14h_nested_support_aware_selector,0.9130434782608695,21,1.2520195410100694,0.7712581562654957,0.40865461682950555,6029;6033;6048;6056;6062;6070;6078;6081;6084;6101;6057;6047;6095;6082;6063;6028;6085;6080;6072;6094;6099
FSMI_nm,M14h_nested_support_aware_selector,0.8260869565217391,19,0.9793695220815657,0.6076870486273498,0.5254576478454908,6029;6033;6048;6056;6062;6070;6078;6081;6084;6101;6057;6047;6095;6082;6063;6028;6085;6080;6072
FSMI_nm,M14h_nested_support_aware_selector,0.7391304347826086,17,0.9688297480186466,0.5632142284775394,0.5282789016991808,6029;6033;6048;6056;6062;6070;6078;6081;6084;6101;6057;6047;6095;6082;6063;6028;6085
FSMI_nm,M14h_nested_support_aware_selector,0.6086956521739131,14,0.8257399271480772,0.4180803366880188,0.6642168313769209,6029;6033;6048;6056;6062;6070;6078;6081;6084;6101;6057;6047;6095;6082
FSMI_nm,M14h_nested_support_aware_selector,0.5217391304347826,12,0.49274665181096733,0.37280869179800386,0.7380017228089233,6029;6033;6048;6056;6062;6070;6078;6081;6084;6101;6057;6047
Rq_nm,M12a_frozen_alpha1,1.0,23,1.9100747989313351,1.3221523767382153,0.26539275785000704,6029;6048;6056;6057;6062;6078;6081;6084;6101;6047;6095;6082;6070;6063;6080;6072;6033;6028;6085;6094;6099;6090;6022
Rq_nm,M12a_frozen_alpha1,0.9130434782608695,21,1.8077867417973748,1.2710545681690046,0.28709230267018365,6029;6048;6056;6057;6062;6078;6081;6084;6101;6047;6095;6082;6070;6063;6080;6072;6033;6028;6085;6094;6099
Rq_nm,M12a_frozen_alpha1,0.8260869565217391,19,1.6144653785391185,1.2710545681690046,0.34298035947181627,6029;6048;6056;6057;6062;6078;6081;6084;6101;6047;6095;6082;6070;6063;6080;6072;6033;6028;6085
Rq_nm,M12a_frozen_alpha1,0.7391304347826086,17,1.642347862952112,1.2710545681690046,0.2981150097875177,6029;6048;6056;6057;6062;6078;6081;6084;6101;6047;6095;6082;6070;6063;6080;6072;6033
Rq_nm,M12a_frozen_alpha1,0.6086956521739131,14,1.5057667216859578,1.2455075417650514,0.43045168659388966,6029;6048;6056;6057;6062;6078;6081;6084;6101;6047;6095;6082;6070;6063
Rq_nm,M12a_frozen_alpha1,0.5217391304347826,12,1.3527992951203298,1.065945519607241,0.5239055814579857,6029;6048;6056;6057;6062;6078;6081;6084;6101;6047;6095;6082
Rq_nm,M14a_regularized_alpha10,1.0,23,1.6044197785285417,1.1027514618029373,0.3585936725068546,6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6028;6095;6082;6063;6085;6080;6072;6094;6099;6090;6022
Rq_nm,M14a_regularized_alpha10,0.9130434782608695,21,1.5173939424111182,1.0699782146614782,0.44707038925049003,6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6028;6095;6082;6063;6085;6080;6072;6094;6099
