descriptor,feature,group,mean_importance_delta_mse,std_importance_delta_mse,fold_count
island_count,iqr_centroid_x_std,other_stable_geometry,-69.98763768747449,0.0,1
autocorrelation_length_px,weighted_mean_centroid_x_std,other_stable_geometry,-75.7183921078572,0.0,1
autocorrelation_length_px,weighted_median_pairwise_distance_hist_2,spacing_pairwise_distance,-78.8775065134754,0.0,1
autocorrelation_length_px,std_centroid_y_std,other_stable_geometry,-79.21442036425196,0.0,1
autocorrelation_length_px,std_centroid_x_mean,other_stable_geometry,-81.23940304207542,0.0,1
autocorrelation_length_px,iqr_vertical_spacing_peak,spacing_pairwise_distance,-81.42761008992522,0.0,1
autocorrelation_length_px,weighted_mean_projection_peak_count_y,other_stable_geometry,-82.03834668241348,0.0,1
autocorrelation_length_px,iqr_total_component_count,spot_count_density,-84.73283138897705,0.0,1
autocorrelation_length_px,std_fft_low_power,fft_psd,-86.51087927602828,0.0,1
island_count,iqr_pairwise_distance_hist_0,spacing_pairwise_distance,-112.65853880695067,0.0,1
autocorrelation_length_px,std_median_eccentricity,elongated_bar_like,-114.01386977447407,0.0,1
island_count,iqr_pairwise_distance_hist_2,spacing_pairwise_distance,-114.97608457971364,0.0,1
autocorrelation_length_px,weighted_median_mean_eccentricity,elongated_bar_like,-115.4263469119004,0.0,1
autocorrelation_length_px,weighted_mean_mean_eccentricity,elongated_bar_like,-118.95783956598382,0.0,1
autocorrelation_length_px,weighted_median_centroid_y_mean,other_stable_geometry,-122.85555884979954,0.0,1
autocorrelation_length_px,weighted_mean_centroid_y_mean,other_stable_geometry,-133.8657024078227,0.0,1
autocorrelation_length_px,iqr_ring_likeness_proxy,other_stable_geometry,-142.68280687319304,0.0,1
island_count,weighted_mean_artifact_candidate_count,mask_quality,-142.691253580153,0.0,1
autocorrelation_length_px,std_centroid_x_std,other_stable_geometry,-152.96481842632113,0.0,1
autocorrelation_length_px,iqr_snr_score,mask_quality,-152.97102160369525,0.0,1
autocorrelation_length_px,std_orientation_entropy,orientation_anisotropy,-158.51037119124942,0.0,1
island_count,iqr_bar_like_score,elongated_bar_like,-161.59086827281862,0.0,1
island_count,iqr_orientation_entropy,orientation_anisotropy,-202.47624675859697,0.0,1
island_mean_area_px,std_pairwise_distance_hist_2,spacing_pairwise_distance,-233.1564304465428,0.0,1
autocorrelation_length_px,std_pairwise_distance_hist_1,spacing_pairwise_distance,-255.8270922659736,0.0,1
island_count,weighted_mean_mean_area,other_stable_geometry,-256.64796123374254,0.0,1
island_mean_area_px,weighted_median_nearest_neighbor_distance_mean,spacing_pairwise_distance,-389.6088306084275,0.0,1
island_count,trimmed_mean_fft_mid_power,fft_psd,-390.1501293540932,0.0,1
island_count,weighted_mean_spot_to_streak_ratio,elongated_bar_like,-393.3320891291369,0.0,1
island_count,iqr_median_eccentricity,elongated_bar_like,-427.0648006722331,0.0,1
island_count,iqr_artifact_candidate_count,mask_quality,-581.1229782772716,0.0,1
island_count,iqr_mean_eccentricity,elongated_bar_like,-771.0653576923069,0.0,1
island_count,weighted_median_mean_area,other_stable_geometry,-910.1420983211137,0.0,1
island_count,weighted_median_centroid_x_mean,other_stable_geometry,-922.4705031444319,0.0,1
island_count,iqr_fft_anisotropy,orientation_anisotropy,-1033.8459406374022,0.0,1
island_count,iqr_pairwise_distance_hist_3,spacing_pairwise_distance,-1340.4947535938118,0.0,1
island_count,weighted_mean_pairwise_distance_hist_3,spacing_pairwise_distance,-1351.7235749489628,0.0,1
island_mean_area_px,iqr_centroid_x_mean,other_stable_geometry,-1804.5467412946746,0.0,1
island_count,std_projection_peak_prominence_x,other_stable_geometry,-2148.350092581706,0.0,1
island_count,weighted_median_elongated_spot_count,spot_count_density,-2513.981335951481,0.0,1
island_count,weighted_median_centroid_x_std,other_stable_geometry,-2530.4356056279503,0.0,1
island_count,weighted_mean_diffuse_blob_count,other_stable_geometry,-2595.99441489717,0.0,1
island_count,std_total_component_count,spot_count_density,-2807.855367904762,0.0,1
island_mean_area_px,std_centroid_x_mean,other_stable_geometry,-3098.6933522829786,0.0,1
island_count,weighted_median_center_component_fraction,other_stable_geometry,-3185.1056690090336,0.0,1
island_count,std_diffuse_blob_count,other_stable_geometry,-3273.2231397337746,0.0,1
island_count,std_nearest_neighbor_distance_mean,spacing_pairwise_distance,-3301.4443883756176,0.0,1
island_count,trimmed_mean_mask_confidence,mask_quality,-3360.7475536875427,0.0,1
island_count,trimmed_mean_orientation_entropy,orientation_anisotropy,-3539.4982801608276,0.0,1
island_mean_area_px,weighted_median_bar_like_score,elongated_bar_like,-3808.6465254053473,0.0,1
island_count,std_component_density,spot_count_density,-4350.419176177122,0.0,1
island_count,trimmed_mean_elongated_spot_count,spot_count_density,-4426.302812213544,0.0,1
island_count,iqr_right_side_component_fraction,other_stable_geometry,-4616.4696132496465,0.0,1
island_mean_area_px,iqr_nearest_neighbor_distance_std,spacing_pairwise_distance,-5017.836526377127,0.0,1
island_mean_area_px,trimmed_mean_median_eccentricity,elongated_bar_like,-5417.390111526474,0.0,1
island_count,trimmed_mean_ring_likeness_proxy,other_stable_geometry,-5552.334463135805,0.0,1
island_count,weighted_mean_vertical_spacing_peak,spacing_pairwise_distance,-5553.9194577345625,0.0,1
island_count,weighted_mean_ring_likeness_proxy,other_stable_geometry,-5553.935697934125,0.0,1
island_mean_area_px,trimmed_mean_center_component_fraction,other_stable_geometry,-5655.749261056073,0.0,1
island_mean_area_px,iqr_centroid_y_mean,other_stable_geometry,-7421.225852969103,0.0,1
island_count,iqr_mean_area,other_stable_geometry,-8300.325672127306,0.0,1
island_count,iqr_pairwise_distance_hist_1,spacing_pairwise_distance,-8413.508957494516,0.0,1
island_count,iqr_ring_likeness_proxy,other_stable_geometry,-9681.837352867238,0.0,1
island_count,weighted_median_projection_peak_prominence_x,other_stable_geometry,-9733.915904497495,0.0,1
island_count,trimmed_mean_pairwise_distance_hist_3,spacing_pairwise_distance,-9835.579040732235,0.0,1
island_mean_area_px,iqr_pairwise_distance_hist_1,spacing_pairwise_distance,-9915.504521749914,0.0,1
island_mean_area_px,weighted_mean_mean_area,other_stable_geometry,-10725.435593855567,0.0,1
island_count,trimmed_mean_projection_peak_count_y,other_stable_geometry,-10799.21250065649,0.0,1
island_count,iqr_total_component_count,spot_count_density,-11013.346627698978,0.0,1
island_mean_area_px,trimmed_mean_centroid_x_std,other_stable_geometry,-11203.72493248526,0.0,1
island_count,iqr_vertical_spacing_peak,spacing_pairwise_distance,-11849.271059598075,0.0,1
island_count,trimmed_mean_snr_score,mask_quality,-12877.866132591385,0.0,1
island_count,weighted_median_snr_score,mask_quality,-13451.45294699422,0.0,1
island_count,iqr_fft_mid_power,fft_psd,-13894.325893023517,0.0,1
island_mean_area_px,iqr_projection_peak_prominence_y,other_stable_geometry,-14191.624486654997,0.0,1
island_count,iqr_component_density,spot_count_density,-14228.397816917859,0.0,1
island_mean_area_px,iqr_artifact_candidate_count,mask_quality,-14241.919752128422,0.0,1
island_mean_area_px,weighted_median_mean_area,other_stable_geometry,-14434.576786089689,0.0,1
island_count,weighted_median_nearest_neighbor_distance_std,spacing_pairwise_distance,-15092.384810231626,0.0,1
island_count,trimmed_mean_fft_low_power,fft_psd,-15153.358844443923,0.0,1
island_count,std_fft_low_power,fft_psd,-16224.135241262382,0.0,1
island_mean_area_px,weighted_median_spot_to_streak_ratio,elongated_bar_like,-17110.790273449384,0.0,1
island_mean_area_px,std_vertical_spacing_peak,spacing_pairwise_distance,-18431.707803627476,0.0,1
island_count,std_projection_peak_count_x,other_stable_geometry,-20046.418601481477,0.0,1
island_mean_area_px,iqr_mean_area,other_stable_geometry,-20065.07996660378,0.0,1
island_count,trimmed_mean_mean_eccentricity,elongated_bar_like,-20182.408307261532,0.0,1
island_mean_area_px,weighted_median_snr_score,mask_quality,-20966.248912584968,0.0,1
island_count,weighted_median_spot_to_streak_ratio,elongated_bar_like,-21254.6251440919,0.0,1
island_count,std_projection_peak_prominence_y,other_stable_geometry,-22013.26870700787,0.0,1
island_count,weighted_median_ring_likeness_proxy,other_stable_geometry,-22169.555777181406,0.0,1
island_count,std_spot_to_streak_ratio,elongated_bar_like,-22246.550050055142,0.0,1
island_count,trimmed_mean_bar_like_score,elongated_bar_like,-22858.987762718694,0.0,1
island_count,weighted_mean_pairwise_distance_hist_0,spacing_pairwise_distance,-24142.486073602457,0.0,1
island_count,std_mean_aspect_ratio,elongated_bar_like,-24409.103152429452,0.0,1
island_count,trimmed_mean_pairwise_distance_hist_0,spacing_pairwise_distance,-24442.80372886639,0.0,1
island_count,weighted_mean_nearest_neighbor_distance_std,spacing_pairwise_distance,-25027.717366150813,0.0,1
island_count,weighted_median_pairwise_distance_hist_0,spacing_pairwise_distance,-26126.78385267011,0.0,1
island_count,std_median_aspect_ratio,elongated_bar_like,-26143.684865882387,0.0,1
island_mean_area_px,trimmed_mean_centroid_y_mean,other_stable_geometry,-27002.850761969574,0.0,1
island_mean_area_px,trimmed_mean_mean_area,other_stable_geometry,-27094.44531228766,0.0,1
island_count,weighted_median_nearest_neighbor_distance_mean,spacing_pairwise_distance,-28257.008059073007,0.0,1
island_count,weighted_mean_center_component_fraction,other_stable_geometry,-30639.922712354455,0.0,1
island_mean_area_px,weighted_median_pairwise_distance_hist_3,spacing_pairwise_distance,-31241.27824636083,0.0,1
island_mean_area_px,iqr_projection_peak_prominence_x,other_stable_geometry,-32415.18104676623,0.0,1
island_count,trimmed_mean_median_eccentricity,elongated_bar_like,-33526.57163231145,0.0,1
island_count,trimmed_mean_pairwise_distance_hist_1,spacing_pairwise_distance,-33670.70578919072,0.0,1
island_count,trimmed_mean_projection_peak_count_x,other_stable_geometry,-34010.17617541412,0.0,1
island_count,trimmed_mean_centroid_y_mean,other_stable_geometry,-34755.41519999644,0.0,1
island_mean_area_px,trimmed_mean_right_side_component_fraction,other_stable_geometry,-34783.76560142543,0.0,1
island_mean_area_px,iqr_total_component_count,spot_count_density,-35867.91476770677,0.0,1
island_count,std_vertical_spacing_peak,spacing_pairwise_distance,-35989.17531774938,0.0,1
island_count,weighted_mean_pairwise_distance_hist_1,spacing_pairwise_distance,-38510.457292274106,0.0,1
island_count,weighted_mean_fft_low_power,fft_psd,-40006.957631023135,0.0,1
island_count,weighted_mean_projection_peak_count_x,other_stable_geometry,-42345.34484913503,0.0,1
island_mean_area_px,trimmed_mean_vertical_spacing_peak,spacing_pairwise_distance,-43398.52557771653,0.0,1
island_count,weighted_median_fft_low_power,fft_psd,-45092.88605968864,0.0,1
island_mean_area_px,trimmed_mean_projection_peak_count_y,other_stable_geometry,-45612.31092377752,0.0,1
island_count,trimmed_mean_center_component_fraction,other_stable_geometry,-46706.29430557322,0.0,1
island_mean_area_px,trimmed_mean_mean_eccentricity,elongated_bar_like,-47268.522100797854,0.0,1
island_count,iqr_snr_score,mask_quality,-50156.248126247665,0.0,1
island_count,weighted_mean_orientation_entropy,orientation_anisotropy,-53092.42478371109,0.0,1
island_mean_area_px,trimmed_mean_snr_score,mask_quality,-53585.09146434348,0.0,1
island_mean_area_px,weighted_mean_fft_low_power,fft_psd,-56263.61322883982,0.0,1
island_mean_area_px,std_elongated_spot_count,spot_count_density,-57794.687421600334,0.0,1
island_mean_area_px,std_ring_likeness_proxy,other_stable_geometry,-58839.98104903102,0.0,1
island_mean_area_px,std_center_component_fraction,other_stable_geometry,-59131.43087696098,0.0,1
island_mean_area_px,iqr_median_aspect_ratio,elongated_bar_like,-59786.544981106184,0.0,1
island_mean_area_px,iqr_mean_aspect_ratio,elongated_bar_like,-61576.66618581209,0.0,1
island_count,weighted_median_pairwise_distance_hist_1,spacing_pairwise_distance,-62179.46267164429,0.0,1
island_mean_area_px,trimmed_mean_fft_low_power,fft_psd,-64339.176166697405,0.0,1
island_mean_area_px,trimmed_mean_mask_confidence,mask_quality,-65725.99930293113,0.0,1
island_mean_area_px,weighted_mean_mean_aspect_ratio,elongated_bar_like,-68523.56885217689,0.0,1
island_mean_area_px,trimmed_mean_centroid_y_std,other_stable_geometry,-76182.80397874396,0.0,1
island_mean_area_px,std_total_component_count,spot_count_density,-78359.90575034358,0.0,1
island_mean_area_px,std_pairwise_distance_hist_1,spacing_pairwise_distance,-78589.80852632318,0.0,1
island_mean_area_px,trimmed_mean_fft_anisotropy,orientation_anisotropy,-82087.50132168084,0.0,1
island_mean_area_px,weighted_mean_snr_score,mask_quality,-84795.1820018813,0.0,1
island_mean_area_px,trimmed_mean_mean_aspect_ratio,elongated_bar_like,-87195.1924123345,0.0,1
island_mean_area_px,std_fft_anisotropy,orientation_anisotropy,-89624.55601676647,0.0,1
island_mean_area_px,weighted_median_right_side_component_fraction,other_stable_geometry,-89764.13857183326,0.0,1
island_mean_area_px,weighted_mean_nearest_neighbor_distance_std,spacing_pairwise_distance,-93890.31541644037,0.0,1
island_mean_area_px,trimmed_mean_elongated_spot_count,spot_count_density,-97816.82093295082,0.0,1
island_mean_area_px,trimmed_mean_centroid_x_mean,other_stable_geometry,-99871.81084744073,0.0,1
island_mean_area_px,std_component_density,spot_count_density,-103052.47587895207,0.0,1
island_count,std_centroid_y_mean,other_stable_geometry,-104433.91590362112,0.0,1
island_mean_area_px,weighted_median_nearest_neighbor_distance_std,spacing_pairwise_distance,-108032.55390871689,0.0,1
island_mean_area_px,weighted_median_elongated_spot_count,spot_count_density,-117482.05948999617,0.0,1
island_count,weighted_median_projection_peak_count_y,other_stable_geometry,-119703.42109693354,0.0,1
island_count,weighted_median_bar_like_score,elongated_bar_like,-121556.42130986089,0.0,1
island_mean_area_px,weighted_mean_mean_eccentricity,elongated_bar_like,-126439.0046455022,0.0,1
island_mean_area_px,trimmed_mean_bar_like_score,elongated_bar_like,-135602.6027021911,0.0,1
island_mean_area_px,weighted_median_fft_low_power,fft_psd,-146122.70815883297,0.0,1
island_count,std_mean_eccentricity,elongated_bar_like,-156279.25168768363,0.0,1
island_count,std_orientation_entropy,orientation_anisotropy,-158514.4049691835,0.0,1
island_mean_area_px,iqr_bar_like_score,elongated_bar_like,-169061.36361846048,0.0,1
island_mean_area_px,weighted_mean_vertical_spacing_peak,spacing_pairwise_distance,-172604.96312074922,0.0,1
island_mean_area_px,trimmed_mean_pairwise_distance_hist_0,spacing_pairwise_distance,-173937.23967564385,0.0,1
island_mean_area_px,std_projection_peak_count_x,other_stable_geometry,-176102.3896918008,0.0,1
island_mean_area_px,trimmed_mean_pairwise_distance_hist_1,spacing_pairwise_distance,-185936.0240343036,0.0,1
island_count,weighted_median_projection_peak_count_x,other_stable_geometry,-194402.9723159657,0.0,1
island_mean_area_px,weighted_mean_spot_to_streak_ratio,elongated_bar_like,-197920.74323882908,0.0,1
island_mean_area_px,trimmed_mean_pairwise_distance_hist_3,spacing_pairwise_distance,-204234.89511527494,0.0,1
island_mean_area_px,weighted_mean_centroid_x_mean,other_stable_geometry,-205109.89695976488,0.0,1
island_count,weighted_median_centroid_y_mean,other_stable_geometry,-209618.674825039,0.0,1
island_mean_area_px,weighted_median_center_component_fraction,other_stable_geometry,-212036.21489970852,0.0,1
island_mean_area_px,std_spot_to_streak_ratio,elongated_bar_like,-216931.09595463425,0.0,1
island_mean_area_px,iqr_elongated_spot_count,spot_count_density,-217370.7494876003,0.0,1
island_mean_area_px,trimmed_mean_spot_to_streak_ratio,elongated_bar_like,-229440.9661737876,0.0,1
island_mean_area_px,iqr_fft_anisotropy,orientation_anisotropy,-233288.04293617792,0.0,1
island_mean_area_px,std_right_side_component_fraction,other_stable_geometry,-235044.50465921778,0.0,1
island_mean_area_px,trimmed_mean_projection_peak_count_x,other_stable_geometry,-235841.4464412229,0.0,1
island_mean_area_px,weighted_mean_pairwise_distance_hist_0,spacing_pairwise_distance,-236162.1861637188,0.0,1
island_mean_area_px,weighted_mean_center_component_fraction,other_stable_geometry,-243951.82316014916,0.0,1
island_mean_area_px,trimmed_mean_ring_likeness_proxy,other_stable_geometry,-248215.28069654852,0.0,1
island_mean_area_px,trimmed_mean_median_aspect_ratio,elongated_bar_like,-255617.18517402932,0.0,1
island_mean_area_px,weighted_mean_median_aspect_ratio,elongated_bar_like,-263431.27027040534,0.0,1
island_mean_area_px,weighted_median_pairwise_distance_hist_1,spacing_pairwise_distance,-273709.1731649218,0.0,1
island_mean_area_px,weighted_mean_projection_peak_count_y,other_stable_geometry,-274811.5673792539,0.0,1
island_mean_area_px,weighted_mean_pairwise_distance_hist_1,spacing_pairwise_distance,-314205.35396406054,0.0,1
island_mean_area_px,weighted_mean_projection_peak_count_x,other_stable_geometry,-327199.44969973434,0.0,1
island_mean_area_px,weighted_median_projection_peak_count_x,other_stable_geometry,-330630.7920210287,0.0,1
island_mean_area_px,trimmed_mean_orientation_entropy,orientation_anisotropy,-368950.2480444778,0.0,1
island_mean_area_px,weighted_mean_diffuse_blob_count,other_stable_geometry,-378747.52195071895,0.0,1
island_count,weighted_mean_mean_eccentricity,elongated_bar_like,-389795.63811576786,0.0,1
island_count,weighted_median_mean_eccentricity,elongated_bar_like,-393377.9644270409,0.0,1
island_mean_area_px,std_diffuse_blob_count,other_stable_geometry,-398899.82836606354,0.0,1
island_mean_area_px,weighted_mean_bar_like_score,elongated_bar_like,-425278.554494041,0.0,1
island_mean_area_px,std_centroid_y_mean,other_stable_geometry,-455856.27043878287,0.0,1
island_count,weighted_mean_centroid_y_mean,other_stable_geometry,-456689.75577185326,0.0,1
island_mean_area_px,weighted_mean_median_eccentricity,elongated_bar_like,-491233.0148754213,0.0,1
island_mean_area_px,weighted_median_median_aspect_ratio,elongated_bar_like,-519887.41111731995,0.0,1
island_mean_area_px,weighted_median_ring_likeness_proxy,other_stable_geometry,-529590.9921109071,0.0,1
island_mean_area_px,trimmed_mean_projection_peak_prominence_y,other_stable_geometry,-533636.3698730832,0.0,1
island_mean_area_px,weighted_median_mean_eccentricity,elongated_bar_like,-574724.0300752474,0.0,1
island_mean_area_px,weighted_median_projection_peak_prominence_y,other_stable_geometry,-594934.6605500318,0.0,1
island_mean_area_px,weighted_mean_orientation_entropy,orientation_anisotropy,-599524.3631639602,0.0,1
island_count,weighted_median_median_eccentricity,elongated_bar_like,-671882.5242872036,0.0,1
island_mean_area_px,std_fft_low_power,fft_psd,-683808.9934635842,0.0,1
island_mean_area_px,std_projection_peak_count_y,other_stable_geometry,-720225.2230790984,0.0,1
island_mean_area_px,std_mean_eccentricity,elongated_bar_like,-786707.9276643428,0.0,1
island_mean_area_px,weighted_median_centroid_y_mean,other_stable_geometry,-975365.097464392,0.0,1
island_mean_area_px,weighted_median_orientation_entropy,orientation_anisotropy,-1098012.647376276,0.0,1
island_mean_area_px,weighted_mean_projection_peak_prominence_y,other_stable_geometry,-1279891.2808098774,0.0,1
island_mean_area_px,weighted_median_median_eccentricity,elongated_bar_like,-1643116.774450134,0.0,1
